participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.bonus,session.config.views,session.config.pay_per_min,session.config.wait_before_leave,session.config.selection_method,session.config.participation_fee,session.config.real_world_currency_per_point,consent.1.player.id_in_group,consent.1.player.consent,consent.1.player.is_dropout,consent.1.player.payoff,consent.1.group.id_in_subsession,consent.1.subsession.round_number,consent.2.player.id_in_group,consent.2.player.consent,consent.2.player.is_dropout,consent.2.player.payoff,consent.2.group.id_in_subsession,consent.2.subsession.round_number,consent.3.player.id_in_group,consent.3.player.consent,consent.3.player.is_dropout,consent.3.player.payoff,consent.3.group.id_in_subsession,consent.3.subsession.round_number,consent.4.player.id_in_group,consent.4.player.consent,consent.4.player.is_dropout,consent.4.player.payoff,consent.4.group.id_in_subsession,consent.4.subsession.round_number,consent.5.player.id_in_group,consent.5.player.consent,consent.5.player.is_dropout,consent.5.player.payoff,consent.5.group.id_in_subsession,consent.5.subsession.round_number,consent.6.player.id_in_group,consent.6.player.consent,consent.6.player.is_dropout,consent.6.player.payoff,consent.6.group.id_in_subsession,consent.6.subsession.round_number,consent.7.player.id_in_group,consent.7.player.consent,consent.7.player.is_dropout,consent.7.player.payoff,consent.7.group.id_in_subsession,consent.7.subsession.round_number,consent.8.player.id_in_group,consent.8.player.consent,consent.8.player.is_dropout,consent.8.player.payoff,consent.8.group.id_in_subsession,consent.8.subsession.round_number,ox.1.player.id_in_group,ox.1.player.decision_order,ox.1.player.decision_history,ox.1.player.estimate,ox.1.player.estimate_p,ox.1.player.estimate_kg,ox.1.player.estimate_percent_diff,ox.1.player.unit,ox.1.player.early_finish,ox.1.player.wp_timer_start,ox.1.player.sec_spent,ox.1.player.sec_earned,ox.1.player.payoff,ox.1.group.id_in_subsession,ox.1.subsession.round_number,ox.1.subsession.worker_running,ox.1.subsession.someone_arriving,ox.1.subsession.pay_per_min,ox.1.subsession.wait_before_leave,ox.1.subsession.max_wait_time,ox.1.subsession.bonus,ox.1.subsession.views,ox.1.subsession.selection_method
537,3g2gcm44,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,537,0,0,0.00,1,1,537,0,0,0.00,1,2,537,0,0,0.00,1,3,537,0,0,0.00,1,4,537,0,0,0.00,1,5,537,0,0,0.00,1,6,537,0,0,0.00,1,7,537,0,0,0.00,1,8,537,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
538,9sm3e438,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,538,0,0,0.00,1,1,538,0,0,0.00,1,2,538,0,0,0.00,1,3,538,0,0,0.00,1,4,538,0,0,0.00,1,5,538,0,0,0.00,1,6,538,0,0,0.00,1,7,538,0,0,0.00,1,8,538,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
539,zpnsyxkp,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,539,0,0,0.00,1,1,539,0,0,0.00,1,2,539,0,0,0.00,1,3,539,0,0,0.00,1,4,539,0,0,0.00,1,5,539,0,0,0.00,1,6,539,0,0,0.00,1,7,539,0,0,0.00,1,8,539,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
540,9plp2bk6,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,540,0,0,0.00,1,1,540,0,0,0.00,1,2,540,0,0,0.00,1,3,540,0,0,0.00,1,4,540,0,0,0.00,1,5,540,0,0,0.00,1,6,540,0,0,0.00,1,7,540,0,0,0.00,1,8,540,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
541,4v7xqdgf,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,541,0,0,0.00,1,1,541,0,0,0.00,1,2,541,0,0,0.00,1,3,541,0,0,0.00,1,4,541,0,0,0.00,1,5,541,0,0,0.00,1,6,541,0,0,0.00,1,7,541,0,0,0.00,1,8,541,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
542,z5f0nvmn,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,542,0,0,0.00,1,1,542,0,0,0.00,1,2,542,0,0,0.00,1,3,542,0,0,0.00,1,4,542,0,0,0.00,1,5,542,0,0,0.00,1,6,542,0,0,0.00,1,7,542,0,0,0.00,1,8,542,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
543,q0paytb5,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,543,0,0,0.00,1,1,543,0,0,0.00,1,2,543,0,0,0.00,1,3,543,0,0,0.00,1,4,543,0,0,0.00,1,5,543,0,0,0.00,1,6,543,0,0,0.00,1,7,543,0,0,0.00,1,8,543,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
544,t1k2z72n,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,544,0,0,0.00,1,1,544,0,0,0.00,1,2,544,0,0,0.00,1,3,544,0,0,0.00,1,4,544,0,0,0.00,1,5,544,0,0,0.00,1,6,544,0,0,0.00,1,7,544,0,0,0.00,1,8,544,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
545,4cs8pmkx,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,545,0,0,0.00,1,1,545,0,0,0.00,1,2,545,0,0,0.00,1,3,545,0,0,0.00,1,4,545,0,0,0.00,1,5,545,0,0,0.00,1,6,545,0,0,0.00,1,7,545,0,0,0.00,1,8,545,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
546,awn0he0i,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,546,0,0,0.00,1,1,546,0,0,0.00,1,2,546,0,0,0.00,1,3,546,0,0,0.00,1,4,546,0,0,0.00,1,5,546,0,0,0.00,1,6,546,0,0,0.00,1,7,546,0,0,0.00,1,8,546,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
547,q05r2tbf,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,547,0,0,0.00,1,1,547,0,0,0.00,1,2,547,0,0,0.00,1,3,547,0,0,0.00,1,4,547,0,0,0.00,1,5,547,0,0,0.00,1,6,547,0,0,0.00,1,7,547,0,0,0.00,1,8,547,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
548,lzvg9xxh,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,548,0,0,0.00,1,1,548,0,0,0.00,1,2,548,0,0,0.00,1,3,548,0,0,0.00,1,4,548,0,0,0.00,1,5,548,0,0,0.00,1,6,548,0,0,0.00,1,7,548,0,0,0.00,1,8,548,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
549,5cavl9ax,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,549,0,0,0.00,1,1,549,0,0,0.00,1,2,549,0,0,0.00,1,3,549,0,0,0.00,1,4,549,0,0,0.00,1,5,549,0,0,0.00,1,6,549,0,0,0.00,1,7,549,0,0,0.00,1,8,549,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
550,flr3s9o0,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,550,0,0,0.00,1,1,550,0,0,0.00,1,2,550,0,0,0.00,1,3,550,0,0,0.00,1,4,550,0,0,0.00,1,5,550,0,0,0.00,1,6,550,0,0,0.00,1,7,550,0,0,0.00,1,8,550,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
551,8cz8is7d,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,551,0,0,0.00,1,1,551,0,0,0.00,1,2,551,0,0,0.00,1,3,551,0,0,0.00,1,4,551,0,0,0.00,1,5,551,0,0,0.00,1,6,551,0,0,0.00,1,7,551,0,0,0.00,1,8,551,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
552,ezl22epk,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,552,0,0,0.00,1,1,552,0,0,0.00,1,2,552,0,0,0.00,1,3,552,0,0,0.00,1,4,552,0,0,0.00,1,5,552,0,0,0.00,1,6,552,0,0,0.00,1,7,552,0,0,0.00,1,8,552,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
553,umdpun1s,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,553,0,0,0.00,1,1,553,0,0,0.00,1,2,553,0,0,0.00,1,3,553,0,0,0.00,1,4,553,0,0,0.00,1,5,553,0,0,0.00,1,6,553,0,0,0.00,1,7,553,0,0,0.00,1,8,553,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
554,gch4dbe5,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,554,0,0,0.00,1,1,554,0,0,0.00,1,2,554,0,0,0.00,1,3,554,0,0,0.00,1,4,554,0,0,0.00,1,5,554,0,0,0.00,1,6,554,0,0,0.00,1,7,554,0,0,0.00,1,8,554,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
555,4yjdn7t3,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,555,0,0,0.00,1,1,555,0,0,0.00,1,2,555,0,0,0.00,1,3,555,0,0,0.00,1,4,555,0,0,0.00,1,5,555,0,0,0.00,1,6,555,0,0,0.00,1,7,555,0,0,0.00,1,8,555,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
556,fipds8wz,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,556,0,0,0.00,1,1,556,0,0,0.00,1,2,556,0,0,0.00,1,3,556,0,0,0.00,1,4,556,0,0,0.00,1,5,556,0,0,0.00,1,6,556,0,0,0.00,1,7,556,0,0,0.00,1,8,556,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
557,xzallmct,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,557,0,0,0.00,1,1,557,0,0,0.00,1,2,557,0,0,0.00,1,3,557,0,0,0.00,1,4,557,0,0,0.00,1,5,557,0,0,0.00,1,6,557,0,0,0.00,1,7,557,0,0,0.00,1,8,557,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
558,6eu975ol,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,558,0,0,0.00,1,1,558,0,0,0.00,1,2,558,0,0,0.00,1,3,558,0,0,0.00,1,4,558,0,0,0.00,1,5,558,0,0,0.00,1,6,558,0,0,0.00,1,7,558,0,0,0.00,1,8,558,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
559,p6q729wl,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,559,0,0,0.00,1,1,559,0,0,0.00,1,2,559,0,0,0.00,1,3,559,0,0,0.00,1,4,559,0,0,0.00,1,5,559,0,0,0.00,1,6,559,0,0,0.00,1,7,559,0,0,0.00,1,8,559,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
560,10d0tnsk,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,560,0,0,0.00,1,1,560,0,0,0.00,1,2,560,0,0,0.00,1,3,560,0,0,0.00,1,4,560,0,0,0.00,1,5,560,0,0,0.00,1,6,560,0,0,0.00,1,7,560,0,0,0.00,1,8,560,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
561,99frv5s8,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,561,0,0,0.00,1,1,561,0,0,0.00,1,2,561,0,0,0.00,1,3,561,0,0,0.00,1,4,561,0,0,0.00,1,5,561,0,0,0.00,1,6,561,0,0,0.00,1,7,561,0,0,0.00,1,8,561,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
562,niibx8pc,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,562,0,0,0.00,1,1,562,0,0,0.00,1,2,562,0,0,0.00,1,3,562,0,0,0.00,1,4,562,0,0,0.00,1,5,562,0,0,0.00,1,6,562,0,0,0.00,1,7,562,0,0,0.00,1,8,562,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
563,glm2b6rc,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,563,0,0,0.00,1,1,563,0,0,0.00,1,2,563,0,0,0.00,1,3,563,0,0,0.00,1,4,563,0,0,0.00,1,5,563,0,0,0.00,1,6,563,0,0,0.00,1,7,563,0,0,0.00,1,8,563,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
564,iir8515p,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,564,0,0,0.00,1,1,564,0,0,0.00,1,2,564,0,0,0.00,1,3,564,0,0,0.00,1,4,564,0,0,0.00,1,5,564,0,0,0.00,1,6,564,0,0,0.00,1,7,564,0,0,0.00,1,8,564,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
565,6r39guah,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,565,0,0,0.00,1,1,565,0,0,0.00,1,2,565,0,0,0.00,1,3,565,0,0,0.00,1,4,565,0,0,0.00,1,5,565,0,0,0.00,1,6,565,0,0,0.00,1,7,565,0,0,0.00,1,8,565,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
566,vi0ksex1,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,566,0,0,0.00,1,1,566,0,0,0.00,1,2,566,0,0,0.00,1,3,566,0,0,0.00,1,4,566,0,0,0.00,1,5,566,0,0,0.00,1,6,566,0,0,0.00,1,7,566,0,0,0.00,1,8,566,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
567,cth1hxlg,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,567,0,0,0.00,1,1,567,0,0,0.00,1,2,567,0,0,0.00,1,3,567,0,0,0.00,1,4,567,0,0,0.00,1,5,567,0,0,0.00,1,6,567,0,0,0.00,1,7,567,0,0,0.00,1,8,567,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
568,c17hlpon,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,568,0,0,0.00,1,1,568,0,0,0.00,1,2,568,0,0,0.00,1,3,568,0,0,0.00,1,4,568,0,0,0.00,1,5,568,0,0,0.00,1,6,568,0,0,0.00,1,7,568,0,0,0.00,1,8,568,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
569,nl7z02pv,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,569,0,0,0.00,1,1,569,0,0,0.00,1,2,569,0,0,0.00,1,3,569,0,0,0.00,1,4,569,0,0,0.00,1,5,569,0,0,0.00,1,6,569,0,0,0.00,1,7,569,0,0,0.00,1,8,569,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
570,wxp4v8rh,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,570,0,0,0.00,1,1,570,0,0,0.00,1,2,570,0,0,0.00,1,3,570,0,0,0.00,1,4,570,0,0,0.00,1,5,570,0,0,0.00,1,6,570,0,0,0.00,1,7,570,0,0,0.00,1,8,570,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
571,xdj6rp2q,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,571,0,0,0.00,1,1,571,0,0,0.00,1,2,571,0,0,0.00,1,3,571,0,0,0.00,1,4,571,0,0,0.00,1,5,571,0,0,0.00,1,6,571,0,0,0.00,1,7,571,0,0,0.00,1,8,571,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
572,s5wwwl6l,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,572,0,0,0.00,1,1,572,0,0,0.00,1,2,572,0,0,0.00,1,3,572,0,0,0.00,1,4,572,0,0,0.00,1,5,572,0,0,0.00,1,6,572,0,0,0.00,1,7,572,0,0,0.00,1,8,572,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
573,zzgna77k,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,573,0,0,0.00,1,1,573,0,0,0.00,1,2,573,0,0,0.00,1,3,573,0,0,0.00,1,4,573,0,0,0.00,1,5,573,0,0,0.00,1,6,573,0,0,0.00,1,7,573,0,0,0.00,1,8,573,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
574,tipen1ax,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,574,0,0,0.00,1,1,574,0,0,0.00,1,2,574,0,0,0.00,1,3,574,0,0,0.00,1,4,574,0,0,0.00,1,5,574,0,0,0.00,1,6,574,0,0,0.00,1,7,574,0,0,0.00,1,8,574,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
575,na8dtmsm,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,575,0,0,0.00,1,1,575,0,0,0.00,1,2,575,0,0,0.00,1,3,575,0,0,0.00,1,4,575,0,0,0.00,1,5,575,0,0,0.00,1,6,575,0,0,0.00,1,7,575,0,0,0.00,1,8,575,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
576,anh0qgp9,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,576,0,0,0.00,1,1,576,0,0,0.00,1,2,576,0,0,0.00,1,3,576,0,0,0.00,1,4,576,0,0,0.00,1,5,576,0,0,0.00,1,6,576,0,0,0.00,1,7,576,0,0,0.00,1,8,576,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
577,894ja2sz,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,577,0,0,0.00,1,1,577,0,0,0.00,1,2,577,0,0,0.00,1,3,577,0,0,0.00,1,4,577,0,0,0.00,1,5,577,0,0,0.00,1,6,577,0,0,0.00,1,7,577,0,0,0.00,1,8,577,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
578,62usblqn,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,578,0,0,0.00,1,1,578,0,0,0.00,1,2,578,0,0,0.00,1,3,578,0,0,0.00,1,4,578,0,0,0.00,1,5,578,0,0,0.00,1,6,578,0,0,0.00,1,7,578,0,0,0.00,1,8,578,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
579,v0qjk689,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,579,0,0,0.00,1,1,579,0,0,0.00,1,2,579,0,0,0.00,1,3,579,0,0,0.00,1,4,579,0,0,0.00,1,5,579,0,0,0.00,1,6,579,0,0,0.00,1,7,579,0,0,0.00,1,8,579,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
580,26eq8nbv,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,580,0,0,0.00,1,1,580,0,0,0.00,1,2,580,0,0,0.00,1,3,580,0,0,0.00,1,4,580,0,0,0.00,1,5,580,0,0,0.00,1,6,580,0,0,0.00,1,7,580,0,0,0.00,1,8,580,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
581,q9xm7amd,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,581,0,0,0.00,1,1,581,0,0,0.00,1,2,581,0,0,0.00,1,3,581,0,0,0.00,1,4,581,0,0,0.00,1,5,581,0,0,0.00,1,6,581,0,0,0.00,1,7,581,0,0,0.00,1,8,581,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
582,y3cvamzg,,0,0,19,,,,,,0,,,0.00,0.10,gaijydul,,,3S1L4CQSFXO0NOF0SZ3GXTQRUVRFAZ,375MF9UHNS9MS6QQRY53YI5KPHEXS6,,0,1,0,0.2,30,history,0.10,0.0,582,0,0,0.00,1,1,582,0,0,0.00,1,2,582,0,0,0.00,1,3,582,0,0,0.00,1,4,582,0,0,0.00,1,5,582,0,0,0.00,1,6,582,0,0,0.00,1,7,582,0,0,0.00,1,8,582,0,,,,,,,,,,,0.00,1,1,0,0,0.2,30,300,1,0,history
