participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.estimate,player.estimate_p,player.estimate_kg,player.estimate_percent_diff,player.unit,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.room_busy,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
12,6f5lapb2,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:54:49.532024+00:00,1,ALTMSSCYKZS8Z,33SA9F9TRYD7A7G1OVK4LJY55X8WEE,0.30,12,3,"[4, 13]",750.0,750.0,340.194219147673,0.724092279685586,1,,2018-06-19 13:55:11.856219+00:00,89,0.3,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
13,1whl3c9x,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:54:50.905367+00:00,1,A2D6VL5XE0O4D3,3M23Y66PO3QAQB6DY8R5C637IMP6SP,0.21,13,2,[4],800.0,800.0,362.873833757518,0.705698431664625,1,,2018-06-19 13:55:01.981926+00:00,64,0.21,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
14,jizcadj4,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:54:52.249838+00:00,1,A1B2V27QSGPT6W,30BXRYBRP5GJUH73EWSA6MVIXD0WHU,0.44,14,4,"[4, 13, 12]",1130.0,1130.0,512.559290182494,0.584299034726282,1,,2018-06-19 13:55:14.384396+00:00,132,0.44,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
15,dvego90y,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:54:52.103036+00:00,1,ABVLH4KP7DKNV,3U5NZHP4LSLTA8A22AEFESNM4GXPHS,0.58,15,5,"[13, 12, 14]",750.0,750.0,340.194219147673,0.724092279685586,1,,2018-06-19 13:55:15.378680+00:00,174,0.58,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
16,1qsy7bk3,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:54:53.824820+00:00,1,A187U5WJUDVPOC,3D4CH1LGEBCUIPZK1F0072B6KC39GJ,1.00,16,0,,,,,,,1,2018-06-19 13:56:04.144452+00:00,302,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
17,xqszkzhw,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:54:55.688090+00:00,1,A11BLQKVW1951L,35L9RVQFCP162DIYJWD9OYALCXPUHT,0.76,17,7,"[14, 15, 20]",850.0,850.0,385.553448367363,0.687304583643664,1,,2018-06-19 13:55:20.894212+00:00,228,0.76,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
18,yyq4qjyl,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:54:56.773781+00:00,1,A2IP5E5ITPEVPU,3UJ1CZ6IZI8E776ZTPH0K0P7MRDS5U,1.00,18,0,,,,,,,1,2018-06-19 13:55:41.805116+00:00,301,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
19,79mh0lz3,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 13:54:58.478709+00:00,1,A1XH05IKC77OXO,308Q0PEVB9W8EG5FR303SEOMZPV9IB,0.00,19,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
20,itiemld7,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:54:58.461981+00:00,1,A2KI7W45F6HRVY,39ZSFO5CA9F2TJDO7WGU0BQ0PPTUJY,0.64,20,6,"[12, 14, 15]",1130.0,1130.0,512.559290182494,0.584299034726282,1,,2018-06-19 13:55:22.446807+00:00,192,0.64,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
21,yp51adu3,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 13:55:00.365521+00:00,1,A2J37FCRL0S479,3SEPORI8WOI8EP4UJD2PO42W1KEZAC,0.00,21,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
22,gsjsizjd,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:55:02.747258+00:00,1,A90NKJUJ7HTEQ,3COPXFW7XCVKCYBA8VHCRK3EWX1PKW,0.85,22,8,"[15, 20, 17]",975.0,2149.507425,975.0,0.209245742092457,0,,2018-06-19 13:55:28.863791+00:00,254,0.85,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
23,y4m8j9sq,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 13:55:02.880535+00:00,1,A3RYI5HXC2MJLN,3IXEICO7932B5BJSN8WVMBZTK536TE,0.00,23,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
24,9hsswn0t,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 13:55:08.230887+00:00,1,A3ONHL5P67228U,38YMOXR4MVI3XSNMID169V6SOZL6W4,0.00,24,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
25,vvetz247,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:55:14.710854+00:00,1,AT3CZ2VR5A5U1,3YGXWBAF710G47D3IY8Q03FB0SX4C8,0.97,25,9,"[20, 17, 22]",1300.0,1300.0,589.669979855966,0.521759951455015,1,,2018-06-19 13:55:53.301389+00:00,292,0.97,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
26,i3iqczzd,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 13:55:21.507196+00:00,1,A3R51YAXWT4Q7E,3WYP994K18A7MXIMXEJUUSR8Z7L6Y3,0.00,26,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
27,yngh9s8r,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:55:24.343593+00:00,1,A2DBO2J3ZTM71M,36NEMU28XGW5MV8E5T8NYR3EEZZWM3,1.00,27,0,,,,,,,1,2018-06-19 13:56:03.769866+00:00,306,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
28,1jx12sho,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:55:29.330308+00:00,1,A27CRGWFL5OR9A,3CPLWGV3MPI0SHG6OJDVXMK3LOP9NR,1.00,28,0,,,,,,,1,2018-06-19 13:55:58.206025+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
29,edi6usmv,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:55:31.483713+00:00,1,A1ZTSCPETU3UJW,3TMSXRD2X7J8Q6MPC7PPEZFBGO51W1,0.12,29,0,,,,,,,1,2018-06-19 13:55:55.346158+00:00,37,0.12,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
30,pozzi0lr,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:55:35.619623+00:00,1,A34SLWTNACPBMO,39GAF6DQWSJVBHMKMXKTSXWX9F31VR,1.00,30,0,,,,,,,1,2018-06-19 13:55:55.834026+00:00,302,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
31,c3yt60t8,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:55:36.917598+00:00,1,AO1T9KG7VR0P5,3OS46CRSLGIQI3NHS3WANTNEHQJ6VU,0.11,31,0,,,,,,,1,2018-06-19 13:55:46.932019+00:00,32,0.11,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
32,y72wogxk,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 13:55:41.917775+00:00,1,A3BUSRXW32A27S,324G5B4FB4RTT2068GDD8EXKI5Q702,0.00,32,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
33,0q7rhoi2,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:55:46.523202+00:00,1,AUHKT6LPP7A8R,3ND9UOO81LLLGDQT5H78YEOPEU9WL1,1.00,33,0,,,,,,,1,2018-06-19 13:56:12.949400+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
34,uppvhatu,,0,17,19,ox,1,WaitingRoom,172.16.176.137,2018-06-19 13:55:49.786862+00:00,1,A6EJ7EU0KMGPL,3W8CV64QJ3I8ILUVLLIIS2N7ZCG9HI,0.00,34,0,,,,,,,,2018-06-19 13:56:19.775642+00:00,0,0.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
35,tkbaxo5c,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:55:50.770993+00:00,1,A28LPPFS7FW2SD,3BEFOD78W7CTDTPUVN243ZKNU614MQ,0.11,35,0,,,,,,,1,2018-06-19 13:56:06.628524+00:00,33,0.11,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
36,gm3btj8t,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 13:56:02.834131+00:00,1,A2H2IDI8O1CN42,3TXWC2NHN09X8U8BWFUHWGU98NWS9L,0.00,36,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
37,tn6hyr6y,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 13:56:03.946589+00:00,1,A1Y0ABOUJUMCWW,36W0OB37HXXNOCC8PJCH5QP0EF4ZHN,0.00,37,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
38,nakiapg5,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:56:10.340912+00:00,1,A3DD63B3AMQ9NP,3IXQG4FA2UHYR8R9LT8M6RK94ZB9B2,0.50,38,0,,,,,,,1,2018-06-19 13:56:53.537753+00:00,148,0.5,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
39,83pjrjyk,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:56:14.617379+00:00,1,A2WP12TD17PLS7,3O6CYIULEEKOZ3DNEVZ9P1K8RL2WUV,1.00,39,0,,,,,,,1,2018-06-19 13:56:55.030080+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
40,y240yilx,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:56:21.642251+00:00,1,A1C7XI68SED8JE,3TXWC2NHN09X8U8BWFUHWGU98NX9S3,1.00,40,0,,,,,,,1,2018-06-19 13:56:35.099871+00:00,301,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
41,1rqcv1un,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:56:27.252939+00:00,1,A2Z3GIT4YL97YY,3YGXWBAF710G47D3IY8Q03FB0SXC4G,0.31,41,0,,,,,,,1,2018-06-19 13:57:05.279674+00:00,93,0.31,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
42,6o4eqkl6,,0,0,19,,,,,,1,A154X03NKVZZL1,38YMOXR4MVI3XSNMID169V6SOZL6W4,0.00,42,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
43,ktkajbuf,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:56:32.729930+00:00,1,AXFR7YKAC6GND,3W8CV64QJ3I8ILUVLLIIS2N7ZCG9HI,1.00,43,0,,,,,,,1,2018-06-19 13:56:56.510657+00:00,301,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
44,iw6epwn1,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:56:52.247954+00:00,1,A9Z25VKRSKF8O,3YDGXNSEO0DES4NQ1MSLYHJSA1C482,1.00,44,0,,,,,,,1,2018-06-19 13:57:30.014681+00:00,301,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
45,indw5sjn,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:56:55.562472+00:00,1,A23T45LD2D70DN,3G2UL9A02EXO7DMLA5TUHF7BV8C763,0.94,45,11,"[22, 25, 60]",1800.0,1800.0,816.466125954415,0.337821471245406,1,,2018-06-19 13:57:16.325522+00:00,283,0.94,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
46,w10um8fw,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:57:03.844801+00:00,1,A3IL3HGJW7K6Q1,31QNSG6A5SCBBR593KQS1T3213278P,0.11,46,0,,,,,,,1,2018-06-19 13:57:15.016420+00:00,33,0.11,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
47,bgr1s8jk,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:57:04.797433+00:00,1,A3IM1NBW1G1TCU,3EFE17QCRDOQN0QUURI99XSXR04SHB,0.18,47,0,,,,,,,1,2018-06-19 13:57:48.072918+00:00,52,0.18,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
48,qcimqub7,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:57:09.523670+00:00,1,A2HHDKJ2REYXL,38YMOXR4MVI3XSNMID169V6SOZL6W4,1.00,48,0,,,,,,,1,2018-06-19 13:57:48.953436+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
49,5nouacws,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 13:57:11.979028+00:00,1,A3PE20PVSRKCLA,3FTF2T8WLS1QFBPKGK4IT5XUE0T9WI,0.00,49,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
50,bvzgaroa,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:57:35.621497+00:00,1,ACVEFRSUAPSEQ,3Z4AIRP3C7WNF6RFMCLBGITIPQAX1P,1.00,50,0,,,,,,,1,2018-06-19 13:57:50.391731+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
51,tj7i2faj,,0,2,19,consent,1,BlockDropouts,172.16.176.137,2018-06-19 13:57:39.723791+00:00,1,A3TODSYUYQ1V65,3EKVH9QMEZNG6L4UEGKDRU0V1ED2DA,0.00,51,0,,,,,,,,,,,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
52,kfqvghna,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:57:47.911930+00:00,1,AXCPRXO08DFAH,3CN4LGXD5Y7T7AE8EQQFXU7U3GF4YG,1.00,52,0,,,,,,,1,2018-06-19 13:58:07.600907+00:00,301,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
53,jbqpq9y8,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:57:49.370888+00:00,1,A2S1URE9GXPOY8,35BLDD71I7GS6D7SU8TLKRG9MUFZVD,1.00,53,0,,,,,,,1,2018-06-19 13:58:20.367558+00:00,304,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
54,qb3pr1xp,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:58:11.461674+00:00,1,A3K4H4UCBAFSI3,3PB5A5BD0WPQ46BRMI2GT6K0PMF7G5,1.00,54,0,,,,,,,1,2018-06-19 13:58:28.645544+00:00,300,1.0,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
55,td4xi0y9,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:58:30.417683+00:00,1,AZAPOAN6T6QFW,3QL2OFSM9712QFN903NMZCLBR9SCNB,0.91,55,13,"[60, 45, 65]",997.9,2199.9932917,997.9,0.190673154906732,0,,2018-06-19 13:59:00.494778+00:00,271,0.91,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
56,rp4exmbq,,0,20,19,ox,1,Results,172.16.176.137,2018-06-19 13:59:28.007058+00:00,1,AQFCUJXQPQWZJ,3Q8GYXHFEQLY0QH3W3R05VLP0OS5CE,0.80,56,14,"[45, 65, 55]",997.9,2199.9932917,997.9,0.190673154906732,0,,2018-06-19 14:00:19.490690+00:00,239,0.8,0.00,1,1,1,0.2,30,300,1,3,history,j0ssl2ul,,,31ODACBENUY1E9R3NF01USOBNO6SQ7,3XIFEF0YTS88I6YF6TE764NZI4MTWA,,0
