participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decision_order,player.decision_history,player.guess,player.confirm,player.guess_percent_diff,player.early_finish,player.wp_timer_start,player.sec_spent,player.sec_earned,player.payoff,group.id_in_subsession,subsession.round_number,subsession.pay_per_min,subsession.wait_before_leave,subsession.max_wait_time,subsession.bonus,subsession.views,subsession.selection_method,subsession.true_number_of_dots,subsession.image_path,subsession.worker_running,subsession.last_worker_activity,subsession.number_of_people_going_to_wait,subsession.last_prewait_check,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
488,v1e6x433,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:37:56.054476+00:00,1,A39PWM9C4U0TEP,32UTUBMZ7HFWOF4COUDIY997YV9BVC,0.05,488,121,"[425, 435, 472]",790,1,0.96029776674938,,2018-08-12 13:38:04.367836+00:00,16,0.05,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
489,67w090td,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:38:07.445902+00:00,1,APUIGIFW3CRDH,3SITXWYCNWSOS497O9E0MU6SE6HBXF,0.00,489,0,,,0,,1,2018-08-12 13:38:38.317043+00:00,63,0.21,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
490,u1qsc6di,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:39:22.523499+00:00,1,AN66S6YYHV8VV,340UGXU9DZKBKEDIOLUD3Z1VNGFUVB,0.21,490,124,"[425, 435, 472]",1000,1,1.48138957816377,,2018-08-12 13:39:55.560220+00:00,63,0.21,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
491,ejv0yxjl,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:39:28.160623+00:00,1,A3GSIZ2GX4L1Z3,3O6CYIULEEKOZ3DNEVZ9P1K9UPHUWL,0.41,491,125,"[425, 435, 472]",1500,1,2.72208436724566,,2018-08-12 13:39:59.563439+00:00,123,0.41,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
492,4yctawgh,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:39:41.239590+00:00,1,A1EWWETFXX1U51,3WR9XG3T64UASQI7RH0FKHNY2LL74A,0.00,492,125,"[425, 435, 472]",,0,,,2018-08-12 13:40:16.953952+00:00,154,0.51,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
493,dabwtmkj,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 13:40:03.460337+00:00,1,AERGC0KYJFBF0,3LEIZ60CDKIU96UPR7OPS9RDY6C9Z0,0.00,493,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
494,qiipivv9,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:40:16.594843+00:00,1,A2BS65F78UW72,3HWRJOOET6LE3QZS4QA3OUVL2OSESA,0.00,494,126,"[425, 435, 472]",250,0,,,2018-08-12 13:41:04.798297+00:00,171,0.57,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
495,sz6ypdi3,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:40:53.037645+00:00,1,A1Z6F664MYBMVI,3IQ1VMJRYU3T8YMHFF8QBG04PL5A90,0.70,495,127,"[425, 435, 472]",5230,1,11.9776674937965,,2018-08-12 13:41:32.551883+00:00,209,0.7,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
496,kgkb3q88,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:41:07.921297+00:00,1,A1CPNA5L0J834N,3LRLIPTPERSDPU58JCZF1PEK0FHKA4,0.80,496,128,"[425, 435, 472]",6423,1,14.9379652605459,,2018-08-12 13:41:40.729098+00:00,238,0.8,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
497,xfg0wq6j,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:42:03.656645+00:00,1,A15BDOHYDXKVC5,3RJSC4XJ11DE6YMNKNYGAUJPU3A50D,0.00,497,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
498,7hx97xno,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:42:11.913864+00:00,1,A25RQ52LICHY02,3CFJTT4SXU940XHMC62JEIXH73M7IP,0.00,498,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
499,on470b99,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:42:19.151682+00:00,1,A3P57IUDHUKNCE,3AQF3RZ55911M61RSOR657KTW0AF67,0.00,499,0,,,0,,1,2018-08-12 13:42:29.621783+00:00,33,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
500,njni40l7,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:42:55.897596+00:00,1,A3K1SXZ0FSJW1M,3K2755HG5TM07FG62BZKBDULDMXFDZ,0.00,500,128,"[435, 472, 496]",,0,,,2018-08-12 13:43:26.564916+00:00,168,0.56,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
501,pb2rvgga,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:43:12.721763+00:00,1,A23COQKRPVRHE6,3RJSC4XJ11DE6YMNKNYGAUJPU3A50D,0.68,501,129,"[435, 472, 496]",280,1,0.305210918114144,,2018-08-12 13:43:56.079310+00:00,204,0.68,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
502,e7w08n2o,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:44:21.977140+00:00,1,AA5ZDXAA2DLY1,36H9ULYP63DDA1GYC7LVEBPYI6UFJD,0.69,502,130,"[435, 472, 496]",558,1,0.384615384615385,,2018-08-12 13:44:54.106826+00:00,206,0.69,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
503,l5n1rkul,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 13:44:48.381493+00:00,1,A2MFSCP1QZJ1QK,3II4UPYCOKQXY46FGRAENCYZKO6DQR,0.00,503,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
504,7g0rqhax,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:45:40.389984+00:00,1,A20RVM3V1A3DKX,3B2X28YI3XYB9PPBNM5AMHT8H2IB6L,1.59,504,131,"[435, 472, 496]",400,1,0.00744416873449132,,2018-08-12 13:46:09.116479+00:00,176,0.59,1.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
505,9a84kktm,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:46:47.203522+00:00,1,A1VW8Y7XCV3DRW,3DYGAII7PMR6N195L019N6FOY79PQH,0.59,505,132,"[435, 472, 496]",1000,1,1.48138957816377,,2018-08-12 13:47:09.406629+00:00,176,0.59,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
506,z5dducr6,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:47:44.032690+00:00,1,A2ESBX4C2Q6TQY,36PW28KO40FA3UDYNQOC3U1FGILEAE,0.44,506,133,"[435, 472, 496]",3100,1,6.69230769230769,,2018-08-12 13:48:19.991789+00:00,131,0.44,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
507,dufh0n5u,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:48:08.309388+00:00,1,A1QXOQ7UUNPYLA,3RU7GD8VPPCI0HOID4QEI6UPGVUSP9,0.58,507,134,"[435, 472, 496]",6000,1,13.8883374689826,,2018-08-12 13:48:29.519447+00:00,174,0.58,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
508,o91g1bhu,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 13:48:10.383545+00:00,1,A31MG84H0RQQB9,3QBD8R3Z222HDWA683HHV39TSAVO4H,0.00,508,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
509,1mhk6cam,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:48:18.233641+00:00,1,A2VWJEX4MV39BF,30ZX6P7VF9ET974MOC6OUSV992PJ2X,0.00,509,0,,,0,,1,2018-08-12 13:48:54.341581+00:00,33,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
510,ndzqtiuv,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 13:48:29.153519+00:00,1,A2HSW5443CI5DK,3MHW492WW1WS7689FJ3RCPK1AUDVML,0.00,510,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
511,4y9nlleb,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:48:30.701299+00:00,1,A1ZPOE7PW7UH8V,34FNN24DCNSB3TI8SV9P2MD96GPY57,0.00,511,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
512,yb0iy95z,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:48:45.719604+00:00,1,A13K8S0E2Y2J4G,3QBD8R3Z222HDWA683HHV39TSAVO4H,0.00,512,134,"[435, 496, 507]",,0,,,2018-08-12 13:49:37.990979+00:00,158,0.53,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
513,mds4csm7,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 13:48:54.637507+00:00,1,A1MMM8XYM9WWN8,379J5II41PZRZD42KHD2C8HQAUKLE3,0.00,513,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
514,u97t077e,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:49:18.325637+00:00,1,AAJ121M08S5KD,33TIN5LC05TU4GKKVLM6E2IBSC8Y9Y,0.00,514,0,,,0,,1,2018-08-12 13:49:31.798592+00:00,33,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
515,ay6pn8y6,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:49:19.423242+00:00,1,A2D0V7HDG9LVKP,3A0EX8ZRN97DS9ZHT50258D1GCBYB8,0.00,515,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
516,23zmlerk,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:49:36.889606+00:00,1,AZE7YSINS9UNZ,3R8YZBNQ9I1HHV55PE7SNKO3YD3Q7B,0.00,516,0,,,0,,1,2018-08-12 13:54:16.715412+00:00,79,0.27,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
517,wv2zc84a,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:49:50.319609+00:00,1,AYD1LYZOQ9Q4E,3TU5ZICBREKLH9AOZJZY1KKY9X9Q8Y,0.61,517,135,"[435, 496, 507]",280,1,0.305210918114144,,2018-08-12 13:50:20.348606+00:00,182,0.61,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
518,d0hiwux7,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:50:09.786303+00:00,1,A38SQ8KCQ1GR06,31LM9EDVOMBPYTTFAV48MGY7KXGJNO,0.63,518,136,"[435, 496, 507]",1500,1,2.72208436724566,,2018-08-12 13:50:41.259050+00:00,189,0.63,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
519,9vf2oeht,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:50:09.840015+00:00,1,A13KMWHXNI4C12,3KIBXJ1WD6D2RYZ9TV4X2KYPPWLOK7,0.73,519,137,"[435, 496, 507]",605,1,0.501240694789082,,2018-08-12 13:50:46.393928+00:00,219,0.73,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
520,uv8mq56r,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:50:35.336451+00:00,1,AA8EWR4MUGQNO,3PJ71Z61R5LXEA9HJWFX0F71LR0194,0.00,520,0,,,0,,1,2018-08-12 13:52:21.292953+00:00,33,0.11,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
521,7ao55khu,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:50:46.739824+00:00,1,ATUWQRSJAZQMH,3CFJTT4SXU940XHMC62JEIXH73M7IP,0.00,521,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
522,9xmgbsre,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:50:56.173942+00:00,1,A1XDLU7D50OR8U,3SBEHTYCWOMNFHDNZFSJRVHEB2VYIH,0.00,522,137,"[435, 496, 507]",,0,,,2018-08-12 13:51:27.402155+00:00,234,0.78,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
523,hjwowstw,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:51:48.401073+00:00,1,AJH5NK5KV1O9L,34V1S5K3GTKSLWAEP2REVBYIT2G697,0.00,523,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
524,fzxj5rtp,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:51:53.870432+00:00,1,A30J4IZCMCR31F,3FTF2T8WLS1QFBPKGK4IT5XVH48W9X,0.00,524,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
525,vv5q6o25,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:52:09.014173+00:00,1,AL83KKXUORS9Y,3DYGAII7PMR6N195L019N6FOY79QPI,0.70,525,138,"[435, 496, 507]",1115,1,1.76674937965261,,2018-08-12 13:52:56.780613+00:00,210,0.7,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
526,i2gbkhnz,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:52:30.936932+00:00,1,A4GXHVTRGW5P8,3NG53N1RLW20HX99Z6K91FUO41NP86,0.00,526,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
527,z3l9gv3o,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:53:19.056139+00:00,1,A3HE75FVA00JSF,3NG53N1RLW20HX99Z6K91FUO41NP86,0.00,527,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
528,jfnvj2hr,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:53:22.050514+00:00,1,A3FXVNZ5VG98IP,3GU1KF0O4JKJJV7G2I4JSHKPC78PB5,0.76,528,139,"[435, 496, 507]",445,1,0.104218362282878,,2018-08-12 13:53:37.562830+00:00,226,0.76,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
529,n84ra9d2,,0,2,20,consent,1,BlockDropouts,172.16.176.137,2018-08-12 13:53:29.418732+00:00,1,A1HS2UT856NZSV,3II4UPYCOKQXY46FGRAENCYZKO6DQR,0.00,529,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
530,joo8r9h9,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:54:18.467578+00:00,1,ACP3L9X63GBRK,3COPXFW7XCVKCYBA8VHCRK3FZ1HPKP,0.00,530,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
531,13mwx8tn,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:54:36.086922+00:00,1,AIX1EB7WS8F0R,3A0EX8ZRN97DS9ZHT50258D1GCBYB8,0.72,531,140,"[435, 496, 507]",189,1,0.531017369727047,,2018-08-12 13:54:52.731120+00:00,214,0.72,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
532,clrabg9m,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:54:39.786052+00:00,1,A2DDXYTEVDV5F5,3TXD01ZLD50CQ1U34PTQU91IAWJU40,0.00,532,0,,,0,,1,2018-08-12 13:55:23.375292+00:00,34,0.12,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
533,fgnf6gao,,0,17,20,dots,1,TooManyPlayers,172.16.176.137,2018-08-12 13:54:40.657520+00:00,1,A3G5FY6NGZWIY7,3Z7ISHFUH1EUV1BFMFIBSDW2E0UZ81,0.00,533,0,,,0,,,,,0.0,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
534,tbtmjbsf,,0,21,20,dots,1,ThankYou,172.16.176.137,2018-08-12 13:55:03.931317+00:00,1,A36EQY1C3861DM,3EKVH9QMEZNG6L4UEGKDRU0W4IT2D3,0.59,534,141,"[435, 496, 507]",521,1,0.292803970223325,,2018-08-12 13:55:50.007862+00:00,178,0.59,0.00,1,1,0.2,30,300,1,3,max,403,images/dots3.png,0,2018-08-12 16:44:09.580495+00:00,0,2018-08-12 16:40:26.654482+00:00,ua2230ux,,,3N7PQ0KLI588XPGJO940S3RLD1PE3O,3BDWTFGLE5GE255XK5KW391JL83S1Q,,0
