participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.consent,player.is_dropout,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
4,0wzy63ea,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:12.356939+00:00,1,,,0.50,4,0,0,0.00,1,3,fcmen374,,,,,,1
5,isbrof6n,,0,0,72,,,,,,0,,,0.00,5,0,0,0.00,1,3,fcmen374,,,,,,1
6,bmusnxw3,,0,0,72,,,,,,0,,,0.00,6,0,0,0.00,1,3,fcmen374,,,,,,1
7,m9bceksc,,0,0,72,,,,,,0,,,0.00,7,0,0,0.00,1,3,fcmen374,,,,,,1
8,apw4whja,,0,0,72,,,,,,0,,,0.00,8,0,0,0.00,1,3,fcmen374,,,,,,1
9,zk4lbotj,,0,0,72,,,,,,0,,,0.00,9,0,0,0.00,1,3,fcmen374,,,,,,1
10,4kplmf7u,,0,0,72,,,,,,0,,,0.00,10,0,0,0.00,1,3,fcmen374,,,,,,1
11,lrsrdbkd,,0,0,72,,,,,,0,,,0.00,11,0,0,0.00,1,3,fcmen374,,,,,,1
12,kwilwca8,,0,0,72,,,,,,0,,,0.00,12,0,0,0.00,1,3,fcmen374,,,,,,1
1,zj6ku5wo,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:06.575287+00:00,1,,,0.50,1,0,0,0.00,1,4,fcmen374,,,,,,1
2,xg2kpcgy,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:08.189737+00:00,1,,,0.00,2,0,0,0.00,1,4,fcmen374,,,,,,1
3,jutn7azf,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:09.880142+00:00,1,,,0.00,3,0,0,0.00,1,4,fcmen374,,,,,,1
4,0wzy63ea,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:12.356939+00:00,1,,,0.50,4,0,0,0.00,1,4,fcmen374,,,,,,1
5,isbrof6n,,0,0,72,,,,,,0,,,0.00,5,0,0,0.00,1,4,fcmen374,,,,,,1
6,bmusnxw3,,0,0,72,,,,,,0,,,0.00,6,0,0,0.00,1,4,fcmen374,,,,,,1
7,m9bceksc,,0,0,72,,,,,,0,,,0.00,7,0,0,0.00,1,4,fcmen374,,,,,,1
8,apw4whja,,0,0,72,,,,,,0,,,0.00,8,0,0,0.00,1,4,fcmen374,,,,,,1
9,zk4lbotj,,0,0,72,,,,,,0,,,0.00,9,0,0,0.00,1,4,fcmen374,,,,,,1
10,4kplmf7u,,0,0,72,,,,,,0,,,0.00,10,0,0,0.00,1,4,fcmen374,,,,,,1
11,lrsrdbkd,,0,0,72,,,,,,0,,,0.00,11,0,0,0.00,1,4,fcmen374,,,,,,1
12,kwilwca8,,0,0,72,,,,,,0,,,0.00,12,0,0,0.00,1,4,fcmen374,,,,,,1
1,zj6ku5wo,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:06.575287+00:00,1,,,0.50,1,0,0,0.00,1,5,fcmen374,,,,,,1
2,xg2kpcgy,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:08.189737+00:00,1,,,0.00,2,0,0,0.00,1,5,fcmen374,,,,,,1
3,jutn7azf,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:09.880142+00:00,1,,,0.00,3,0,0,0.00,1,5,fcmen374,,,,,,1
4,0wzy63ea,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:12.356939+00:00,1,,,0.50,4,0,0,0.00,1,5,fcmen374,,,,,,1
5,isbrof6n,,0,0,72,,,,,,0,,,0.00,5,0,0,0.00,1,5,fcmen374,,,,,,1
6,bmusnxw3,,0,0,72,,,,,,0,,,0.00,6,0,0,0.00,1,5,fcmen374,,,,,,1
7,m9bceksc,,0,0,72,,,,,,0,,,0.00,7,0,0,0.00,1,5,fcmen374,,,,,,1
8,apw4whja,,0,0,72,,,,,,0,,,0.00,8,0,0,0.00,1,5,fcmen374,,,,,,1
9,zk4lbotj,,0,0,72,,,,,,0,,,0.00,9,0,0,0.00,1,5,fcmen374,,,,,,1
10,4kplmf7u,,0,0,72,,,,,,0,,,0.00,10,0,0,0.00,1,5,fcmen374,,,,,,1
11,lrsrdbkd,,0,0,72,,,,,,0,,,0.00,11,0,0,0.00,1,5,fcmen374,,,,,,1
12,kwilwca8,,0,0,72,,,,,,0,,,0.00,12,0,0,0.00,1,5,fcmen374,,,,,,1
1,zj6ku5wo,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:06.575287+00:00,1,,,0.50,1,0,0,0.00,1,6,fcmen374,,,,,,1
2,xg2kpcgy,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:08.189737+00:00,1,,,0.00,2,0,0,0.00,1,6,fcmen374,,,,,,1
3,jutn7azf,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:09.880142+00:00,1,,,0.00,3,0,0,0.00,1,6,fcmen374,,,,,,1
4,0wzy63ea,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:12.356939+00:00,1,,,0.50,4,0,0,0.00,1,6,fcmen374,,,,,,1
5,isbrof6n,,0,0,72,,,,,,0,,,0.00,5,0,0,0.00,1,6,fcmen374,,,,,,1
6,bmusnxw3,,0,0,72,,,,,,0,,,0.00,6,0,0,0.00,1,6,fcmen374,,,,,,1
7,m9bceksc,,0,0,72,,,,,,0,,,0.00,7,0,0,0.00,1,6,fcmen374,,,,,,1
8,apw4whja,,0,0,72,,,,,,0,,,0.00,8,0,0,0.00,1,6,fcmen374,,,,,,1
9,zk4lbotj,,0,0,72,,,,,,0,,,0.00,9,0,0,0.00,1,6,fcmen374,,,,,,1
10,4kplmf7u,,0,0,72,,,,,,0,,,0.00,10,0,0,0.00,1,6,fcmen374,,,,,,1
11,lrsrdbkd,,0,0,72,,,,,,0,,,0.00,11,0,0,0.00,1,6,fcmen374,,,,,,1
12,kwilwca8,,0,0,72,,,,,,0,,,0.00,12,0,0,0.00,1,6,fcmen374,,,,,,1
1,zj6ku5wo,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:06.575287+00:00,1,,,0.50,1,0,0,0.00,1,7,fcmen374,,,,,,1
2,xg2kpcgy,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:08.189737+00:00,1,,,0.00,2,0,0,0.00,1,7,fcmen374,,,,,,1
3,jutn7azf,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:09.880142+00:00,1,,,0.00,3,0,0,0.00,1,7,fcmen374,,,,,,1
4,0wzy63ea,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:12.356939+00:00,1,,,0.50,4,0,0,0.00,1,7,fcmen374,,,,,,1
5,isbrof6n,,0,0,72,,,,,,0,,,0.00,5,0,0,0.00,1,7,fcmen374,,,,,,1
6,bmusnxw3,,0,0,72,,,,,,0,,,0.00,6,0,0,0.00,1,7,fcmen374,,,,,,1
7,m9bceksc,,0,0,72,,,,,,0,,,0.00,7,0,0,0.00,1,7,fcmen374,,,,,,1
8,apw4whja,,0,0,72,,,,,,0,,,0.00,8,0,0,0.00,1,7,fcmen374,,,,,,1
9,zk4lbotj,,0,0,72,,,,,,0,,,0.00,9,0,0,0.00,1,7,fcmen374,,,,,,1
10,4kplmf7u,,0,0,72,,,,,,0,,,0.00,10,0,0,0.00,1,7,fcmen374,,,,,,1
11,lrsrdbkd,,0,0,72,,,,,,0,,,0.00,11,0,0,0.00,1,7,fcmen374,,,,,,1
12,kwilwca8,,0,0,72,,,,,,0,,,0.00,12,0,0,0.00,1,7,fcmen374,,,,,,1
1,zj6ku5wo,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:06.575287+00:00,1,,,0.50,1,0,0,0.00,1,8,fcmen374,,,,,,1
2,xg2kpcgy,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:08.189737+00:00,1,,,0.00,2,0,0,0.00,1,8,fcmen374,,,,,,1
3,jutn7azf,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:09.880142+00:00,1,,,0.00,3,0,0,0.00,1,8,fcmen374,,,,,,1
4,0wzy63ea,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:18:12.356939+00:00,1,,,0.50,4,0,0,0.00,1,8,fcmen374,,,,,,1
5,isbrof6n,,0,0,72,,,,,,0,,,0.00,5,0,0,0.00,1,8,fcmen374,,,,,,1
6,bmusnxw3,,0,0,72,,,,,,0,,,0.00,6,0,0,0.00,1,8,fcmen374,,,,,,1
7,m9bceksc,,0,0,72,,,,,,0,,,0.00,7,0,0,0.00,1,8,fcmen374,,,,,,1
8,apw4whja,,0,0,72,,,,,,0,,,0.00,8,0,0,0.00,1,8,fcmen374,,,,,,1
9,zk4lbotj,,0,0,72,,,,,,0,,,0.00,9,0,0,0.00,1,8,fcmen374,,,,,,1
10,4kplmf7u,,0,0,72,,,,,,0,,,0.00,10,0,0,0.00,1,8,fcmen374,,,,,,1
11,lrsrdbkd,,0,0,72,,,,,,0,,,0.00,11,0,0,0.00,1,8,fcmen374,,,,,,1
12,kwilwca8,,0,0,72,,,,,,0,,,0.00,12,0,0,0.00,1,8,fcmen374,,,,,,1
1,q1y8351t,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:30:08.833239+00:00,1,A1TLNLB9D87H6,3D8YOU6S9F3Q5OYHNDM5R7LVSWV6U5,0.00,1,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
2,gygbq10u,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:30:15.177274+00:00,1,A3VIQ9XPOYB8K6,3OS46CRSLGIQI3NHS3WANTNE6346VU,0.00,2,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
3,8gd7l2vz,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:30:14.897056+00:00,1,A2541C8MY0BYV3,38YMOXR4MVI3XSNMID169V6SDC66W4,0.00,3,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
4,cm6huczm,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:17.158667+00:00,1,A3GOI327COFGY5,3W8CV64QJ3I8ILUVLLIIS2N7OP19HI,0.50,4,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
5,sv29fs0n,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:17.990626+00:00,1,A2QIZ31TMHU0GD,3D3VGR7TA1YZSDJI0HT2FTMRB6P3RS,0.00,5,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
6,kdd5ksea,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:18.540964+00:00,1,A1BWS5AD2T4NIR,3IJXV6UZ1Y2EIG11LK0PJZOGUOMIR7,1.50,6,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
7,ngbknbc5,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:30:20.015185+00:00,1,A30VLAIIJIG5IS,3II4UPYCOKQXY46FGRAENCYY6XCDQZ,0.00,7,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
8,fhmtne05,,0,72,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:20.284278+00:00,1,A3ICIAX4XIZCQF,3LO69W1SU4WPJR0TQC3QCB219J5LGS,0.00,8,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
9,gox6vcvm,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:20.393649+00:00,1,A2LV5432PV1S39,308Q0PEVB9W8EG5FR303SEOMO2G9IB,1.50,9,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
10,cov01hmx,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:30:21.374716+00:00,1,APLBUOPXHPPHZ,3A0EX8ZRN97DS9ZHT50258D02LHBYT,0.00,10,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
11,ss063ru7,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:30:21.560966+00:00,1,A2UEVVVQY6WTZA,3EG49X351VVIMSSCSIXSBEKZMEC6XX,0.00,11,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
12,zgbj05l1,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:25.531675+00:00,1,AJDXSXAWDDAEO,3SLE99ER0OWDXZ9MPR2LJFM28FLBZK,0.23,12,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
13,o0puib8i,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:26.966046+00:00,1,A1OSRAPSRT934Z,3WEV0KO0ONB9BKLS8VZJICDZOLXDSO,0.00,13,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
14,5atz21r9,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:30:30.427173+00:00,1,A3KYEJPW3JVVVV,3DZQRBDBSMYBTSJVF6T753RNX883SG,0.00,14,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
15,vh5xsady,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:38.887372+00:00,1,A3FFZN4FO3Q789,34S6N1K2ZW23JNV4AIL8XBE2OJILHR,0.50,15,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
16,qspf93so,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:30:39.656652+00:00,1,A33M7EZ72P8TWF,30MVJZJNHNW49RPL9LL34F3M1H59JN,0.00,16,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
17,cb17csg0,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:45.992109+00:00,1,A2HEP2U556AI0Y,3PZDLQMM0U461TYGEKP27OID5RMC2K,1.01,17,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
18,manrbr0l,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:48.828378+00:00,1,A2640WUUMUMYCQ,3GLB5JMZFYE6LFC1DV52TYUW0A3GD7,0.75,18,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
19,a56a9dzv,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:48.830532+00:00,1,AS2WTWYVRW9BV,386PBUZZXGGZATQUYIOT9OUH1BMLJW,0.00,19,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
20,89w3mc9l,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:52.987971+00:00,1,A3P0P0DRSOX52W,3EA3QWIZ4JERYVETP95KJEPYI9JITK,0.00,20,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
21,0q2rr8zm,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:30:55.811371+00:00,1,ACI8PUCF5OPDC,3IFS6Q0HJJ2QJV1E090U99TCGQ5ISV,0.40,21,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
22,drjwdz3c,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:31:06.352151+00:00,1,A3Q8YJFHPFWCN2,34T446B1C1XZ5JV2ZXLOO0PY8T2C00,0.64,22,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
23,4gawq0x7,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:31:17.962441+00:00,1,A18J7H2QA7UQIR,3YGXWBAF710G47D3IY8Q03FBP5IC4G,1.00,23,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
24,qeuvb5m0,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:31:21.986775+00:00,1,A52FUUEDGSZT9,3P529IW9KZ4J5R4YFSX8UQ2P845LFT,1.00,24,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
25,lb5vxe87,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:31:42.060440+00:00,1,A15VRRHQCLJHC8,3EJPLAJKENZ7RNSRT0LD8Z0AUEA6ZU,0.00,25,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
26,jjz0keeh,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:31:55.225237+00:00,1,ALKVJ5LD9ANQ4,3VA45EW49O60LXDNLLYFX52P2ZRO1C,0.00,26,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
27,7a3cehf9,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:32:10.491013+00:00,1,A35VDLV2QDRUFP,33FOTY3KEN4ZC8GKVGPO2588DL8C13,1.25,27,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
28,l4cy0phy,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:32:14.394156+00:00,1,A3MFK5UEUG95M3,3WI0P0II62BXA5LFT6ZES2832JEDR0,0.00,28,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
29,kg3shag8,,0,72,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:32:15.964108+00:00,1,AZZM966F90AL1,39LNWE0K4VF6Y8TIPEVUOAB01NQIUB,0.00,29,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
30,l1prrl9j,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:33:09.045199+00:00,1,A122UC2R9WJK0C,3DZQRBDBSMYBTSJVF6T753RNX883SG,0.98,30,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
31,38de3o8d,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:33:39.096570+00:00,1,A2G1CPU70FHS68,37ZHEEHM6X5PAUZ3R3VWACVRAUV73X,0.00,31,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
32,fuouimlt,,0,73,72,GoR_4_4,8,TerminateTimeouts,172.16.176.137,2018-01-29 11:33:47.422076+00:00,1,ANYB94DHDJKNO,38SKSKU7R2G3FI6OG03TXNFHOWXLIK,0.52,32,1,0,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
33,zpfvfqkj,,0,2,72,consent,1,BlockDropouts,172.16.176.137,2018-01-29 11:35:50.686330+00:00,1,A3GLUDQZGEJL5G,39U1BHVTDMAC8SWA46YXF8N9ZRM3T5,0.00,33,0,1,0.00,1,1,pcpx3ekc,,,3DZKABX2ZIODC0YOCS4BLAJ0ET2VC3,3HDDSJH827TAQE58PC5N1UM2Q0ZPWU,,0
